LOAN_NBR|BORROWER_ID|COBORROWER_ID|STATE|COUNTY|LOAN_AMT|UPB|MONTHLYPMT|INTEREST_AMT|PMT_METHOD|DUE_DT|TXN_DT|DT_SRCE_BEG|DT_SRCE_END|ACTIVE
0000000316|0000000316|0000000316|WA|North|163867945|131860246|77742|35242|Wire|2025-11-30|2018-07-11 19:56:12|2018-07-05 07:18:34|9999-12-31 00:00:00|A
0000000317|0000000317|0000000317|AR|West|752895099|733880980|36691|96240|Wire|2023-09-30|2018-07-30 19:49:57|2018-07-16 19:32:21|9999-12-31 00:00:00|A
0000000318|0000000318|0000000318|VT|North|400700943|39926907|90220|36333|ACH|2024-11-30|2018-07-21 05:29:14|2018-07-21 05:22:38|9999-12-31 00:00:00|A
0000000319|0000000319|0000000319|ME|South|371634486|230259689|69469|70587|Check|2024-06-30|2018-07-17 00:08:45|2018-07-08 14:48:24|9999-12-31 00:00:00|A
0000000320|0000000320|0000000320|ME|East|752362222|534156282|76162|51174|Wire|2026-08-31|2018-07-07 16:41:13|2018-07-01 08:00:49|9999-12-31 00:00:00|A
0000000321|0000000321|0000000321|AZ|West|657397205|81383209|43806|82142|Internal Transfer|2022-01-31|2018-07-26 01:35:30|2018-07-22 22:27:05|9999-12-31 00:00:00|A
0000000322|0000000322|0000000322|MO|South|210143016|143585299|85351|88827|Internal Transfer|2026-08-31|2018-07-18 07:46:53|2018-07-02 13:27:41|9999-12-31 00:00:00|A
0000000323|0000000323|0000000323|FL|Miami-Dade|318225730|281611160|95371|46060|Internal Transfer|2020-05-31|2018-07-07 23:09:38|2018-07-04 00:16:41|9999-12-31 00:00:00|A
0000000324|0000000324|0000000324|CA|San Diego|232428732|49540030|23905|75642|Wire|2021-02-28|2018-07-28 14:49:17|2018-07-25 16:07:43|9999-12-31 00:00:00|A
0000000325|0000000325|0000000325|NJ|West|240230632|194169837|17032|3962|ACH|2021-09-30|2018-07-20 06:20:42|2018-07-01 17:41:07|9999-12-31 00:00:00|A
0000000326|0000000326|0000000326|NV|East|329298723|241159022|56394|90068|Wire|2026-06-30|2018-07-08 09:47:55|2018-07-06 11:28:43|9999-12-31 00:00:00|A
0000000327|0000000327|0000000327|MO|East|522927906|455995287|99216|27937|Check|2019-01-31|2018-07-01 07:42:51|2018-07-01 00:42:20|9999-12-31 00:00:00|A
0000000328|0000000328|0000000328|SC|North|928883625|867473439|92834|70357|Check|2023-08-31|2018-07-21 14:07:12|2018-07-16 21:54:55|9999-12-31 00:00:00|A
0000000329|0000000329|0000000329|LA|West|889990621|793910489|22408|89655|Internal Transfer|2021-10-31|2018-07-28 10:42:35|2018-07-20 08:44:23|9999-12-31 00:00:00|A
0000000330|0000000330|0000000330|OH|Montgomery|258295134|135038582|49980|59015|Internal Transfer|2025-02-28|2018-07-15 11:24:49|2018-07-09 15:30:21|9999-12-31 00:00:00|A
0000000331|0000000331|0000000331|ID|South|831192908|136241049|84857|7408|Wire|2024-02-29|2018-07-16 00:28:24|2018-07-15 08:17:52|9999-12-31 00:00:00|A
0000000332|0000000332|0000000332|DE|North|49072192|14953488|54022|54404|Check|2024-01-31|2018-07-24 11:01:22|2018-07-02 14:53:22|9999-12-31 00:00:00|A
0000000333|0000000333|0000000333|WV|West|231871517|13173598|18624|91311|ACH|2025-12-31|2018-07-11 10:17:32|2018-07-08 19:11:30|9999-12-31 00:00:00|A
0000000334|0000000334|0000000334|OR|North|964944802|655746982|31297|71627|Internal Transfer|2025-05-31|2018-07-16 14:12:11|2018-07-05 18:55:13|9999-12-31 00:00:00|A
0000000335|0000000335|0000000335|AL|South|682792303|224925185|72707|88958|Wire|2021-03-31|2018-07-25 17:10:01|2018-07-11 13:48:06|9999-12-31 00:00:00|A
0000000336|0000000336|0000000336|NY|New York|301209490|30226907|35131|18331|ACH|2021-06-30|2018-07-29 23:30:38|2018-07-06 03:43:59|9999-12-31 00:00:00|A
0000000337|0000000337|0000000337|MN|South|144988794|84681226|40131|10454|Wire|2026-02-28|2018-07-13 06:39:47|2018-07-04 01:39:16|9999-12-31 00:00:00|A
0000000338|0000000338|0000000338|NH|South|259824878|239056635|36342|39968|Internal Transfer|2025-06-30|2018-07-26 22:10:40|2018-07-17 17:43:12|9999-12-31 00:00:00|A
0000000339|0000000339|0000000339|VA|North|588101078|271435167|73386|99307|ACH|2025-11-30|2018-07-02 13:47:02|2018-07-02 03:11:58|9999-12-31 00:00:00|A
0000000340|0000000340|0000000340|MO|Central|700010479|148590953|85776|61675|Wire|2025-04-30|2018-07-04 17:17:47|2018-07-03 17:40:16|9999-12-31 00:00:00|A
0000000341|0000000341|0000000341|AL|North|682204584|595329400|12546|49489|Wire|2021-07-31|2018-07-13 05:19:56|2018-07-05 10:08:59|9999-12-31 00:00:00|A
0000000342|0000000342|0000000342|WY|North|837086608|91465783|6315|17177|Internal Transfer|2021-06-30|2018-07-09 10:22:17|2018-07-01 15:39:06|9999-12-31 00:00:00|A
0000000343|0000000343|0000000343|MT|East|678998096|510980451|97369|65698|Wire|2023-10-31|2018-07-31 03:03:36|2018-07-20 17:20:20|9999-12-31 00:00:00|A
0000000344|0000000344|0000000344|NC|Forsyth|149754580|120423622|25988|76932|ACH|2021-06-30|2018-07-30 09:38:51|2018-07-03 15:21:35|9999-12-31 00:00:00|A
0000000345|0000000345|0000000345|WV|East|14629020|4486509|45791|17254|Internal Transfer|2022-01-31|2018-07-29 01:10:25|2018-07-08 12:06:36|9999-12-31 00:00:00|A
0000000346|0000000346|0000000346|NC|Wake|757353516|496577615|65450|48119|ACH|2023-07-31|2018-07-01 23:04:17|2018-07-01 04:47:27|9999-12-31 00:00:00|A
0000000347|0000000347|0000000347|OR|North|259994679|67673950|6739|1007|Internal Transfer|2022-04-30|2018-07-29 10:12:12|2018-07-13 08:01:52|9999-12-31 00:00:00|A
0000000348|0000000348|0000000348|LA|East|116736455|66976666|50072|36213|ACH|2022-02-28|2018-07-17 02:31:51|2018-07-16 00:27:07|9999-12-31 00:00:00|A
0000000349|0000000349|0000000349|WI|West|800790636|117204356|53007|21109|ACH|2019-11-30|2018-07-27 03:56:17|2018-07-17 04:35:07|9999-12-31 00:00:00|A
0000000350|0000000350|0000000350|NY|Queens|848885080|214360264|68433|58364|ACH|2018-11-30|2018-07-04 12:59:54|2018-07-03 01:48:47|9999-12-31 00:00:00|A
0000000351|0000000351|0000000351|GA|DeKalb|332199491|300540534|17126|55322|Internal Transfer|2019-10-31|2018-07-04 23:47:44|2018-07-02 03:22:22|9999-12-31 00:00:00|A
0000000352|0000000352|0000000352|VA|South|144653779|38262577|50768|1065|Internal Transfer|2024-07-31|2018-07-28 14:17:40|2018-07-28 07:25:39|9999-12-31 00:00:00|A
0000000353|0000000353|0000000353|OR|Central|247563087|27333936|55240|84669|ACH|2019-04-30|2018-07-11 06:57:52|2018-07-11 06:29:02|9999-12-31 00:00:00|A
0000000354|0000000354|0000000354|MT|North|946305786|117569298|93678|12277|Wire|2026-09-30|2018-07-29 22:31:14|2018-07-13 17:18:15|9999-12-31 00:00:00|A
0000000355|0000000355|0000000355|ND|North|714481131|699909980|84959|95507|Wire|2022-03-31|2018-07-16 14:54:39|2018-07-01 00:35:00|9999-12-31 00:00:00|A
0000000356|0000000356|0000000356|NH|Central|881594419|300435161|6027|98890|Internal Transfer|2026-10-31|2018-07-25 09:40:12|2018-07-20 04:04:23|9999-12-31 00:00:00|A
0000000357|0000000357|0000000357|MO|North|987332033|306560294|91706|54282|Internal Transfer|2019-04-30|2018-07-03 21:24:22|2018-07-02 06:58:15|9999-12-31 00:00:00|A
0000000358|0000000358|0000000358|NV|West|568828148|372583900|39985|82118|Internal Transfer|2019-09-30|2018-07-05 12:31:59|2018-07-04 14:25:34|9999-12-31 00:00:00|A
0000000359|0000000359|0000000359|AZ|South|994313724|861104940|63762|31058|Wire|2026-12-31|2018-07-11 14:18:06|2018-07-08 10:14:37|9999-12-31 00:00:00|A
0000000360|0000000360|0000000360|KY|North|872990057|489455811|25508|99501|Internal Transfer|2026-07-31|2018-07-31 22:35:01|2018-07-05 06:57:28|9999-12-31 00:00:00|A
0000000361|0000000361|0000000361|AR|West|630871610|171871006|71565|97735|ACH|2024-11-30|2018-07-28 00:34:01|2018-07-11 00:50:54|9999-12-31 00:00:00|A
0000000362|0000000362|0000000362|WI|North|636176139|634399983|16333|67147|Internal Transfer|2022-10-31|2018-07-28 16:17:46|2018-07-23 06:09:55|9999-12-31 00:00:00|A
0000000363|0000000363|0000000363|CA|Los Angeles|941874927|122347267|9815|74412|ACH|2023-12-31|2018-07-10 02:45:25|2018-07-07 16:20:58|9999-12-31 00:00:00|A
0000000364|0000000364|0000000364|DC|Central|40522928|19053264|32957|16439|ACH|2023-04-30|2018-07-03 03:27:13|2018-07-02 01:28:58|9999-12-31 00:00:00|A
0000000365|0000000365|0000000365|MO|East|87351189|37683943|19037|40094|Check|2019-05-31|2018-07-30 22:20:12|2018-07-16 19:40:44|9999-12-31 00:00:00|A
0000000366|0000000366|0000000366|AR|South|803184632|335885076|71555|79042|ACH|2021-01-31|2018-07-06 18:19:05|2018-07-03 07:51:51|9999-12-31 00:00:00|A
0000000367|0000000367|0000000367|VA|East|37669680|27505985|86331|87834|ACH|2023-04-30|2018-07-12 05:38:41|2018-07-10 12:55:29|9999-12-31 00:00:00|A
0000000368|0000000368|0000000368|OR|West|205762045|81634851|9890|33012|ACH|2020-10-31|2018-07-13 16:01:33|2018-07-11 17:14:05|9999-12-31 00:00:00|A
0000000369|0000000369|0000000369|ME|West|514378034|289096748|5358|38746|Check|2023-04-30|2018-07-10 02:26:51|2018-07-03 13:49:54|9999-12-31 00:00:00|A
0000000370|0000000370|0000000370|NJ|South|189718777|56297829|96243|89951|Check|2018-05-31|2018-07-29 13:44:06|2018-07-18 10:59:40|9999-12-31 00:00:00|A
0000000371|0000000371|0000000371|MA|Central|969313697|796254178|49833|71987|ACH|2019-11-30|2018-07-17 23:21:55|2018-07-11 01:57:32|9999-12-31 00:00:00|A
0000000372|0000000372|0000000372|MO|Central|79834895|22505280|29791|16319|Wire|2021-11-30|2018-07-23 12:57:16|2018-07-10 08:16:45|9999-12-31 00:00:00|A
0000000373|0000000373|0000000373|LA|Central|294305895|247305195|79682|15821|Wire|2018-09-30|2018-07-25 22:51:15|2018-07-13 15:35:08|9999-12-31 00:00:00|A
0000000374|0000000374|0000000374|MS|East|903791004|849264531|80668|80228|Check|2020-11-30|2018-07-10 06:53:45|2018-07-05 15:02:03|9999-12-31 00:00:00|A
0000000375|0000000375|0000000375|NY|Bronx|462963779|280538281|3264|82634|Wire|2024-02-29|2018-07-15 21:19:18|2018-07-12 04:21:08|9999-12-31 00:00:00|A
0000000376|0000000376|0000000376|GA|Cobb|905903682|638269554|91165|60435|ACH|2023-10-31|2018-07-27 16:53:35|2018-07-10 22:50:49|9999-12-31 00:00:00|A
0000000377|0000000377|0000000377|IN|East|991641014|565147849|45565|6502|ACH|2019-10-31|2018-07-17 02:20:45|2018-07-05 06:32:30|9999-12-31 00:00:00|A
0000000378|0000000378|0000000378|TN|East|61670396|52617582|52263|75501|Wire|2022-10-31|2018-07-21 10:12:37|2018-07-01 06:26:38|9999-12-31 00:00:00|A
0000000379|0000000379|0000000379|IN|South|552009954|195585559|53335|24640|Check|2021-06-30|2018-07-10 13:36:35|2018-07-04 01:00:51|9999-12-31 00:00:00|A
0000000380|0000000380|0000000380|MI|Kent|928378894|551262380|43609|89979|ACH|2020-10-31|2018-07-25 10:40:16|2018-07-16 22:38:33|9999-12-31 00:00:00|A
0000000381|0000000381|0000000381|CO|West|179565481|93764096|87483|6525|Check|2026-11-30|2018-07-12 13:54:08|2018-07-01 03:31:24|9999-12-31 00:00:00|A
0000000382|0000000382|0000000382|ME|East|929303184|603163473|18002|4060|ACH|2019-11-30|2018-07-27 11:14:50|2018-07-19 06:48:24|9999-12-31 00:00:00|A
0000000383|0000000383|0000000383|WY|South|545017856|336559627|91086|45256|Internal Transfer|2018-01-31|2018-07-27 03:12:44|2018-07-15 11:06:15|9999-12-31 00:00:00|A
0000000384|0000000384|0000000384|TX|Travis|82161115|41863336|95017|63750|Wire|2026-06-30|2018-07-23 21:18:51|2018-07-01 01:25:11|9999-12-31 00:00:00|A
0000000385|0000000385|0000000385|SC|West|475587367|318994248|61421|28199|ACH|2019-05-31|2018-07-03 00:13:20|2018-07-01 20:50:17|9999-12-31 00:00:00|A
0000000386|0000000386|0000000386|GA|Gwinnett|592086027|186057913|51798|1917|ACH|2025-04-30|2018-07-04 15:41:22|2018-07-03 21:25:31|9999-12-31 00:00:00|A
0000000387|0000000387|0000000387|OH|Montgomery|996825925|803923926|39230|87593|Check|2019-08-31|2018-07-20 01:25:28|2018-07-06 20:10:40|9999-12-31 00:00:00|A
0000000388|0000000388|0000000388|DE|South|918794473|616867132|80765|52281|Internal Transfer|2026-06-30|2018-07-07 05:48:29|2018-07-05 18:04:12|9999-12-31 00:00:00|A
0000000389|0000000389|0000000389|VA|East|667179979|79298152|86426|45600|Wire|2023-07-31|2018-07-14 22:07:16|2018-07-12 02:58:31|9999-12-31 00:00:00|A
0000000390|0000000390|0000000390|NE|North|105118403|27528657|35001|45884|ACH|2022-09-30|2018-07-14 00:08:31|2018-07-11 05:56:11|9999-12-31 00:00:00|A
0000000391|0000000391|0000000391|VA|North|794985013|692814510|45633|9318|Internal Transfer|2024-03-31|2018-07-14 22:57:07|2018-07-09 21:48:36|9999-12-31 00:00:00|A
0000000392|0000000392|0000000392|TN|South|934884179|501553742|56475|85324|Internal Transfer|2022-01-31|2018-07-13 07:29:04|2018-07-07 04:28:21|9999-12-31 00:00:00|A
0000000393|0000000393|0000000393|WA|North|325352224|18791453|18131|26817|Check|2025-02-28|2018-07-18 16:55:28|2018-07-11 15:02:08|9999-12-31 00:00:00|A
0000000394|0000000394|0000000394|NE|North|252081437|52610109|48356|13606|Internal Transfer|2023-12-31|2018-07-25 23:34:45|2018-07-09 05:19:14|9999-12-31 00:00:00|A
0000000395|0000000395|0000000395|MO|North|460869935|267859818|93037|20945|Internal Transfer|2023-01-31|2018-07-22 12:01:02|2018-07-17 13:15:54|9999-12-31 00:00:00|A
0000000396|0000000396|0000000396|KS|East|185960919|158246765|97334|47641|Check|2021-03-31|2018-07-03 02:17:04|2018-07-02 15:34:51|9999-12-31 00:00:00|A
0000000397|0000000397|0000000397|DE|South|90803551|39798682|98774|19053|Wire|2025-06-30|2018-07-17 18:19:09|2018-07-07 04:05:54|9999-12-31 00:00:00|A
0000000398|0000000398|0000000398|NY|New York|102429209|27467359|6535|9335|Internal Transfer|2025-01-31|2018-07-31 22:11:20|2018-07-21 11:49:33|9999-12-31 00:00:00|A
0000000399|0000000399|0000000399|AL|North|236725265|136190752|40262|81598|Check|2023-06-30|2018-07-18 21:33:43|2018-07-15 14:10:55|9999-12-31 00:00:00|A
0000000400|0000000400|0000000400|OK|West|903886763|797324415|96777|60808|ACH|2023-06-30|2018-07-26 09:52:06|2018-07-04 08:42:34|9999-12-31 00:00:00|A
0000000401|0000000401|0000000401|VA|South|623802554|483202776|55590|86834|Wire|2021-03-31|2018-07-15 16:04:15|2018-07-13 02:45:30|9999-12-31 00:00:00|A
0000000402|0000000402|0000000402|MD|South|558384130|164151358|39976|93960|Internal Transfer|2023-08-31|2018-07-10 04:20:07|2018-07-04 01:43:37|9999-12-31 00:00:00|A
0000000403|0000000403|0000000403|MA|West|777941517|101832802|14701|32926|Internal Transfer|2019-06-30|2018-07-06 23:02:29|2018-07-05 06:27:50|9999-12-31 00:00:00|A
0000000404|0000000404|0000000404|MO|North|441956014|47862737|93844|91248|Wire|2024-06-30|2018-07-12 22:02:37|2018-07-09 07:39:07|9999-12-31 00:00:00|A
0000000405|0000000405|0000000405|ID|Central|362656629|55716534|85742|97274|Internal Transfer|2021-11-30|2018-07-26 21:52:02|2018-07-06 07:58:07|9999-12-31 00:00:00|A
0000000406|0000000406|0000000406|KY|East|927468807|483185369|33018|22607|ACH|2026-09-30|2018-07-29 01:19:31|2018-07-25 02:12:33|9999-12-31 00:00:00|A
0000000407|0000000407|0000000407|NM|West|264647038|206523666|49455|14177|ACH|2021-01-31|2018-07-27 23:56:06|2018-07-08 01:16:35|9999-12-31 00:00:00|A
0000000408|0000000408|0000000408|MO|South|135724343|118923401|54117|95025|ACH|2022-01-31|2018-07-01 03:55:05|2018-07-01 02:35:14|9999-12-31 00:00:00|A
0000000409|0000000409|0000000409|AL|West|844172836|628459300|35889|95595|ACH|2026-04-30|2018-07-21 01:15:16|2018-07-17 13:26:20|9999-12-31 00:00:00|A
0000000410|0000000410|0000000410|IN|Central|211368909|86501178|92673|11186|Wire|2026-09-30|2018-07-04 18:42:19|2018-07-04 09:21:14|9999-12-31 00:00:00|A
0000000411|0000000411|0000000411|CT|South|638176809|140177100|69902|99067|ACH|2018-10-31|2018-07-04 06:08:56|2018-07-04 03:49:01|9999-12-31 00:00:00|A
0000000412|0000000412|0000000412|TN|North|729756126|669846382|95558|56262|Wire|2021-08-31|2018-07-31 08:55:13|2018-07-27 15:28:39|9999-12-31 00:00:00|A
0000000413|0000000413|0000000413|NY|Suffolk|845944346|499257960|86144|38222|ACH|2018-06-30|2018-07-21 18:02:48|2018-07-08 15:04:46|9999-12-31 00:00:00|A
0000000414|0000000414|0000000414|KY|East|872507550|610874154|23546|39123|ACH|2018-02-28|2018-07-24 03:26:41|2018-07-01 07:16:23|9999-12-31 00:00:00|A
0000000415|0000000415|0000000415|NV|West|703858377|135503248|4345|42140|Wire|2019-12-31|2018-07-01 10:17:45|2018-07-01 00:45:37|9999-12-31 00:00:00|A
0000000416|0000000416|0000000416|SD|East|988895150|80770000|56105|2018|Check|2022-07-31|2018-07-14 14:08:09|2018-07-07 22:39:42|9999-12-31 00:00:00|A
0000000417|0000000417|0000000417|CA|Alameda|250878107|129974593|87052|59960|Wire|2024-07-31|2018-07-24 02:09:33|2018-07-03 11:35:58|9999-12-31 00:00:00|A
0000000418|0000000418|0000000418|KY|West|334435223|17371539|4208|42113|Wire|2019-03-31|2018-07-28 11:06:40|2018-07-02 12:00:44|9999-12-31 00:00:00|A
0000000419|0000000419|0000000419|GA|Gwinnett|470372742|191999149|55769|24469|Wire|2020-09-30|2018-07-11 19:38:27|2018-07-01 05:16:56|9999-12-31 00:00:00|A
0000000420|0000000420|0000000420|MS|North|78585070|36021720|46210|52643|ACH|2025-05-31|2018-07-10 17:59:49|2018-07-04 07:13:48|9999-12-31 00:00:00|A
0000000421|0000000421|0000000421|NM|Central|643994383|591942723|89897|7123|Check|2020-08-31|2018-07-28 09:19:03|2018-07-04 18:05:04|9999-12-31 00:00:00|A
0000000422|0000000422|0000000422|NM|Central|858000952|386412214|86317|23415|Internal Transfer|2020-04-30|2018-07-26 12:44:05|2018-07-01 00:50:50|9999-12-31 00:00:00|A
0000000423|0000000423|0000000423|ND|South|180744768|5040294|41170|30694|Check|2019-10-31|2018-07-22 08:04:07|2018-07-08 14:54:58|9999-12-31 00:00:00|A
0000000424|0000000424|0000000424|NM|East|67616401|16254808|82334|98990|Internal Transfer|2022-04-30|2018-07-08 19:08:39|2018-07-08 11:10:23|9999-12-31 00:00:00|A
0000000425|0000000425|0000000425|PA|Delaware|929858970|598042777|7892|23996|Wire|2019-05-31|2018-07-31 19:09:17|2018-07-18 10:30:58|9999-12-31 00:00:00|A
0000000426|0000000426|0000000426|MS|South|943227921|443710955|87357|65152|Internal Transfer|2019-05-31|2018-07-28 12:06:36|2018-07-18 21:33:28|9999-12-31 00:00:00|A
0000000427|0000000427|0000000427|NY|Queens|886061520|233049061|87917|71878|Internal Transfer|2019-12-31|2018-07-08 20:07:28|2018-07-01 18:09:17|9999-12-31 00:00:00|A
0000000428|0000000428|0000000428|WI|West|153922249|47145633|26840|54542|Check|2021-08-31|2018-07-10 00:51:50|2018-07-02 20:18:15|9999-12-31 00:00:00|A
0000000429|0000000429|0000000429|MD|East|973099445|249034043|81156|65459|Internal Transfer|2018-05-31|2018-07-23 17:59:08|2018-07-14 08:00:10|9999-12-31 00:00:00|A
0000000430|0000000430|0000000430|DC|Central|895675824|452402406|25762|86109|Wire|2018-09-30|2018-07-01 23:47:04|2018-07-01 00:16:28|9999-12-31 00:00:00|A
0000000431|0000000431|0000000431|TN|Central|859314796|704047764|46918|92507|Wire|2020-05-31|2018-07-04 18:58:02|2018-07-03 12:48:35|9999-12-31 00:00:00|A
0000000432|0000000432|0000000432|AK|Central|9167687|2411371|67909|36214|Wire|2024-12-31|2018-07-05 06:46:07|2018-07-04 02:11:46|9999-12-31 00:00:00|A
0000000433|0000000433|0000000433|AR|South|653013872|324243372|95789|20278|Internal Transfer|2026-07-31|2018-07-24 07:25:07|2018-07-14 18:26:31|9999-12-31 00:00:00|A
0000000434|0000000434|0000000434|OK|West|811622091|655282057|39653|16138|Wire|2021-08-31|2018-07-16 20:37:51|2018-07-06 19:32:01|9999-12-31 00:00:00|A
0000000435|0000000435|0000000435|NV|North|459673052|9170095|50950|71351|Internal Transfer|2023-12-31|2018-07-16 10:57:13|2018-07-15 17:45:06|9999-12-31 00:00:00|A
0000000436|0000000436|0000000436|WV|North|524429690|259771811|87807|23548|Internal Transfer|2023-02-28|2018-07-06 09:52:53|2018-07-03 11:29:35|9999-12-31 00:00:00|A
0000000437|0000000437|0000000437|OK|East|659053855|133152009|65762|15982|Internal Transfer|2024-04-30|2018-07-15 21:16:06|2018-07-03 07:51:48|9999-12-31 00:00:00|A
0000000438|0000000438|0000000438|DE|Central|856197242|200770599|40697|13507|Internal Transfer|2025-03-31|2018-07-14 18:52:26|2018-07-03 17:24:28|9999-12-31 00:00:00|A
0000000439|0000000439|0000000439|MN|South|115318356|68234045|97855|95378|Internal Transfer|2026-10-31|2018-07-14 22:29:17|2018-07-02 09:18:19|9999-12-31 00:00:00|A
0000000440|0000000440|0000000440|MA|South|505258982|4600251|82776|73189|Check|2022-08-31|2018-07-25 17:43:37|2018-07-10 02:47:55|9999-12-31 00:00:00|A
0000000441|0000000441|0000000441|WV|West|542647319|488292268|85301|82488|Check|2022-11-30|2018-07-13 22:37:15|2018-07-07 06:56:36|9999-12-31 00:00:00|A
0000000442|0000000442|0000000442|DC|South|926598164|573133775|76549|56453|ACH|2018-03-31|2018-07-05 13:19:53|2018-07-03 13:38:05|9999-12-31 00:00:00|A
0000000443|0000000443|0000000443|PA|Allegheny|933152694|929998890|55083|64863|Check|2023-01-31|2018-07-30 05:32:15|2018-07-01 18:52:50|9999-12-31 00:00:00|A
0000000444|0000000444|0000000444|WV|South|485576181|133489040|53624|52526|ACH|2026-07-31|2018-07-11 03:53:42|2018-07-04 23:51:34|9999-12-31 00:00:00|A
0000000445|0000000445|0000000445|WY|West|677099677|162151778|76757|29276|Internal Transfer|2026-09-30|2018-07-12 18:45:27|2018-07-07 14:17:47|9999-12-31 00:00:00|A
0000000446|0000000446|0000000446|HI|South|942307007|437884721|33446|87616|ACH|2026-06-30|2018-07-28 03:31:34|2018-07-09 00:13:59|9999-12-31 00:00:00|A
0000000447|0000000447|0000000447|NC|Wake|314979570|189356768|84094|91475|ACH|2024-09-30|2018-07-02 04:03:18|2018-07-01 22:07:36|9999-12-31 00:00:00|A
0000000448|0000000448|0000000448|NM|West|623212850|294316435|46252|85087|Wire|2025-04-30|2018-07-13 13:49:42|2018-07-04 01:09:43|9999-12-31 00:00:00|A
0000000449|0000000449|0000000449|AK|East|881382897|610747552|96990|66503|ACH|2026-12-31|2018-07-15 23:10:38|2018-07-12 20:06:16|9999-12-31 00:00:00|A
0000000450|0000000450|0000000450|VT|West|424056462|334659619|97926|34528|Wire|2021-09-30|2018-07-15 20:01:25|2018-07-06 12:25:08|9999-12-31 00:00:00|A
0000000451|0000000451|0000000451|MI|Kent|822172789|364603526|52963|18973|ACH|2021-08-31|2018-07-13 10:17:07|2018-07-11 18:02:43|9999-12-31 00:00:00|A
0000000452|0000000452|0000000452|DE|North|520735324|250166746|20126|33038|Check|2018-04-30|2018-07-08 21:24:26|2018-07-04 20:53:18|9999-12-31 00:00:00|A
0000000453|0000000453|0000000453|OH|Hamilton|445250450|300141326|16363|18166|ACH|2026-03-31|2018-07-10 21:34:22|2018-07-08 19:34:21|9999-12-31 00:00:00|A
0000000454|0000000454|0000000454|UT|North|248616039|14370191|34060|9201|Wire|2018-02-28|2018-07-23 07:27:05|2018-07-22 04:25:02|9999-12-31 00:00:00|A
0000000455|0000000455|0000000455|WV|North|27501294|5841946|66270|6435|ACH|2022-04-30|2018-07-28 04:03:27|2018-07-10 14:42:41|9999-12-31 00:00:00|A
0000000456|0000000456|0000000456|RI|East|994221132|900604840|28820|9165|Check|2023-05-31|2018-07-07 23:25:44|2018-07-02 08:17:23|9999-12-31 00:00:00|A
0000000457|0000000457|0000000457|UT|South|574498184|74064477|32078|92181|Check|2023-04-30|2018-07-01 09:03:42|2018-07-01 07:55:36|9999-12-31 00:00:00|A
0000000458|0000000458|0000000458|WV|South|502626900|450729757|48858|20284|Wire|2021-09-30|2018-07-29 23:10:11|2018-07-02 04:28:57|9999-12-31 00:00:00|A
0000000459|0000000459|0000000459|NM|North|175776512|83285832|30561|93063|Internal Transfer|2019-04-30|2018-07-10 03:14:15|2018-07-07 10:06:57|9999-12-31 00:00:00|A
0000000460|0000000460|0000000460|TX|Bexar|663585724|314637485|3167|80144|Check|2021-10-31|2018-07-04 16:51:22|2018-07-04 15:32:07|9999-12-31 00:00:00|A
0000000461|0000000461|0000000461|ID|South|10719637|9176740|61503|99291|Check|2018-12-31|2018-07-13 17:13:26|2018-07-01 05:05:18|9999-12-31 00:00:00|A
0000000462|0000000462|0000000462|OR|South|198276966|157631013|80612|63348|ACH|2021-12-31|2018-07-01 01:33:46|2018-07-01 00:20:30|9999-12-31 00:00:00|A
0000000463|0000000463|0000000463|OH|Cuyahoga|690956861|161734334|35090|86144|Internal Transfer|2026-02-28|2018-07-03 18:20:22|2018-07-01 16:15:06|9999-12-31 00:00:00|A
0000000464|0000000464|0000000464|NH|North|971219088|519905667|26011|61687|Wire|2025-11-30|2018-07-23 19:12:45|2018-07-07 16:29:41|9999-12-31 00:00:00|A
0000000465|0000000465|0000000465|IN|North|238732291|1069783|38125|1692|ACH|2023-06-30|2018-07-02 07:37:21|2018-07-01 02:04:50|9999-12-31 00:00:00|A
0000000466|0000000466|0000000466|MA|East|858865157|274081315|49391|19886|Wire|2019-06-30|2018-07-08 15:01:59|2018-07-06 22:23:18|9999-12-31 00:00:00|A
0000000467|0000000467|0000000467|AK|East|473890286|66511366|23824|77252|Internal Transfer|2019-10-31|2018-07-14 21:16:50|2018-07-13 04:42:38|9999-12-31 00:00:00|A
0000000468|0000000468|0000000468|AZ|West|937970284|107473966|74433|67551|ACH|2020-01-31|2018-07-05 04:05:19|2018-07-04 13:08:17|9999-12-31 00:00:00|A
0000000469|0000000469|0000000469|UT|East|227440176|43703558|40811|37402|ACH|2022-02-28|2018-07-12 09:40:22|2018-07-08 20:27:45|9999-12-31 00:00:00|A
0000000470|0000000470|0000000470|MI|Oakland|952928084|809178668|35708|84217|ACH|2021-07-31|2018-07-21 02:18:32|2018-07-02 14:00:39|9999-12-31 00:00:00|A
0000000471|0000000471|0000000471|UT|East|93664415|62089718|79214|84085|Internal Transfer|2025-02-28|2018-07-31 06:35:47|2018-07-21 07:47:22|9999-12-31 00:00:00|A
0000000472|0000000472|0000000472|GA|Cobb|146400070|63290143|76320|3712|Check|2018-07-31|2018-07-27 04:28:44|2018-07-13 10:20:18|9999-12-31 00:00:00|A
0000000473|0000000473|0000000473|NY|Kings|876601973|179408782|30116|17949|ACH|2026-11-30|2018-07-14 20:17:04|2018-07-04 15:22:52|9999-12-31 00:00:00|A
